package_id,resource_id,status,format,last_checked,url,url_type
e6bbcd1d-0550-493a-ab2a-1b84f2ad9461,1d251ab9-9fff-4331-85a5-dd577998b23c-geojson,pending,GeoJSON,,http://ballerup.mapcentia.com/api/v1/sql/ballerup?q=SELECT * FROM snit_opendata._04_00_harrestrupaadal_5_km_2 LIMIT 1000&srs=4326,
ff1f33a1-29cd-411b-a0bf-4dee0fe630d6,39558775-63a5-405d-8cdc-07e4bbe0dbfb,pending,application/x-koan,,http://test.opendata.dk/dataset/ff1f33a1-29cd-411b-a0bf-4dee0fe630d6/resource/39558775-63a5-405d-8cdc-07e4bbe0dbfb/download/2s.skp,upload
9b5ca37e-8b6f-49bd-91b2-9b799bf82c86,e17ebdd9-eaf4-4d4e-b49b-7287769b877e,pending,ODS,,http://data.kk.dk/dataset/9b5ca37e-8b6f-49bd-91b2-9b799bf82c86/resource/e17ebdd9-eaf4-4d4e-b49b-7287769b877e/download/elforbrug-2013-kobenhavns-kommune.ods,
1b2a8607-0307-4281-a3ce-ef0182908e21,5f6728d9-5af4-46b9-a2f6-47224a9eb4a9,pending,KML,,http://www.odaa.dk/dataset/1b2a8607-0307-4281-a3ce-ef0182908e21/resource/5f6728d9-5af4-46b9-a2f6-47224a9eb4a9/download/MountainbikeruteWGS84.kml,
44ecd686-5cb5-40f2-8e3f-b5e3607a55ef,728bc647-882d-4bfe-8381-701557818bd9,pending,JSON,,http://test.opendata.dk/dataset/44ecd686-5cb5-40f2-8e3f-b5e3607a55ef/resource/728bc647-882d-4bfe-8381-701557818bd9/download/guidedenmarkaalborgdkjson.json,upload
43cfbcc1-d9b6-4354-b1b9-ef1457469252,edb4b417-f9fa-4fb7-aced-e7e2b5cbdf0d,pending,GeoJSON,,http://odlaa.aakmef.opendata.arcgis.com/datasets/c63e68af43d248a4a1baaa59600c9018_6.geojson,
076c8e5c-a015-4c24-ab7c-ccbb34cc9eb5,5a85b1f8-adb1-4415-ad6a-1774f697a7cf,pending,CSV,,http://www.odaa.dk/dataset/076c8e5c-a015-4c24-ab7c-ccbb34cc9eb5/resource/5a85b1f8-adb1-4415-ad6a-1774f697a7cf/download/sor-fysioterapi-20150511.csv,
af0decc9-81b0-4d1f-b1ed-0912fe7dca93,b28b34a3-8fda-40af-9bc9-1c30b8ac6fd8,pending,XLSX,,http://data.kk.dk/dataset/af0decc9-81b0-4d1f-b1ed-0912fe7dca93/resource/b28b34a3-8fda-40af-9bc9-1c30b8ac6fd8/download/visiteret-tid-i-sygeplejen-fordelt-pa-dagsinterval.xlsx,
a72d6645-1096-4c13-b998-012055a9ad15,10a883dc-3562-45c5-854a-443890155b71,pending,"",,http://gisservices.brondby.dk/arcgis/services/ekst_mapservice/Boern_kultur/MapServer/WMSServer,
61742135-335b-40d3-8c07-ef12dba7fdc4,dfc6884f-a870-4cee-94be-7517254c18f8,pending,"",,http://emusik.dk/emusik/feed/elektronisk,
05831512-a71f-4d3f-99c0-9410af436e65,d3ede7c8-60d5-4c31-b2f9-13ee02cf8dc1-wfs,pending,WFS,,http://ballerup.mapcentia.com/ows/ballerup/snit_opendata?SERVICE=WFS&VERSION=2.0&REQUEST=GetCapabilities,
ff1f33a1-29cd-411b-a0bf-4dee0fe630d6,47eb235e-57c3-4055-a26e-475394919b20,pending,application/x-koan,,http://test.opendata.dk/dataset/ff1f33a1-29cd-411b-a0bf-4dee0fe630d6/resource/47eb235e-57c3-4055-a26e-475394919b20/download/2m.skp,upload
04a88935-fd69-4d17-a3d5-42b815d23da3,faf9b3ff-7d96-492d-8748-2ccf3029f36c,pending,KML,,http://www.odaa.dk/dataset/04a88935-fd69-4d17-a3d5-42b815d23da3/resource/faf9b3ff-7d96-492d-8748-2ccf3029f36c/download/VandreruterWGS84.kml,
19db8ac7-e610-448b-b848-dfca85071002,2b1a6ad8-8291-4a30-93f4-0d5d9f500bb2,pending,KML,,http://data.vejle.dk/dataset/19db8ac7-e610-448b-b848-dfca85071002/resource/2b1a6ad8-8291-4a30-93f4-0d5d9f500bb2/download/TotalOkonomiskSkade025mv100MT2050.kml,
04d7de15-ed70-4ebe-b3ed-d94f698bf2ef,4b3c019e-c322-4231-8dd4-7b616422bef2,pending,"",,https://gisservices.brondby.dk/arcgis/services/ekst_mapservice/Fodboldparkering/MapServer/WMSServer,
c51cb797-2f8b-4864-8348-bc64b4447f17,7a9777f7-620c-4f9b-9459-c90f9a55c601-csv,pending,CSV,,http://ballerup.mapcentia.com/api/v1/sql/ballerup?q=SELECT * FROM snit_opendata.musik_teater_biograf LIMIT 1000&srs=4326&format=csv,
e1fc820b-ca90-436d-9572-bdeb0952dc9c,7d9edbcb-776f-43fa-a5cf-6386ff6f1765-csv,pending,CSV,,http://ballerup.mapcentia.com/api/v1/sql/ballerup?q=SELECT * FROM snit_opendata._01_02_bydele LIMIT 1000&srs=4326&format=csv,
966fb267-19a3-4495-ba0e-91b66b45b82b,74d8f905-ef1d-4ca2-ba22-5cc944e291c5,pending,XLSX,,https://www.aarhus.dk/da/politik/Byraadet/Byraadets-medlemmer/Faktasider-FORSIDE/Valgperiode-2014-2017/Faktadetaljerside.aspx?pol=all&export=1,
b6e363c5-80b8-4fc7-8f56-282f64b37a77,0aaad78e-a0b1-4cd7-a422-22e1c63b6afd,pending,XLSX,,http://data.kk.dk/dataset/b6e363c5-80b8-4fc7-8f56-282f64b37a77/resource/0aaad78e-a0b1-4cd7-a422-22e1c63b6afd/download/hkrydstaellingerkrydstaellinger-excelfilerkrydstaellingholmenskanal-bremerholm.xlsx,
0c0779e1-ced5-4429-8a5d-cc5e79ff3839,2e311e43-cf71-4895-ad2a-cc393c3108df,pending,XLS,,http://data.kk.dk/dataset/0c0779e1-ced5-4429-8a5d-cc5e79ff3839/resource/2e311e43-cf71-4895-ad2a-cc393c3108df/download/kryds-3-vester-farimagsgade.xls,
